title,price,transaction_type,governorate,delegation,area_m2,bedrooms,bathrooms,subcategory,publisher_name,is_shop,published_on,description,detail_url
"Location Annuelle : Appartement S+1 Vue Sur Mer à AFH Mrezga, Nabeul",900.0,À Louer,Nabeul,AFH Mrezga,60,1,1,flat,Leboulevard Immobilier,False,2025-11-27,"L’agence immobiliere Le Boulevard vous propose : #Location_annuelle #Reference : 1340a Un appartement S+1 avec vue sur mer situe dans une residence a AFH Mrezga, Cite El Wafa, Nabeul. Il se compose d’un salon avec vue sur mer, d’une chambre a coucher avec dressing, cuisine bien equipee (hotte, plaque, four…) et salle de bain. • Chauffage central • Climatiseur • Place de parking sous-sol • 10 minutes de la plage a pied • Pres de toutes les commodite (Faculte, clinique, magasin, restaurant, transport…) • Prix : 900DT/Mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992|55982862 |22232885 WhatsApp (216) 29698992| (216)55982862 | (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/122862-appartement-s1-a-afh-mrezga-cite-el-wafa-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/location-annuelle-appartement-s+1-vue-sur-mer-a/0iftok
"Location annuelle : Appartement S+1 Meublé à AFH Mrezga, Nabeul",770.0,À Louer,Nabeul,AFH Mrezga,60,1,1,flat,Leboulevard Immobilier,False,2025-11-26,"L’agence immobiliere Le Boulevard vous propose : #Location_annuelle #Reference : 1339a Un appartement S+1 haut standing dans une residence situee a AFH Mrezge, Cite El wafa, Nabeul. Il se compose d'un salon avec balcon une chambre a coucher, salle de bain et une cuisine bien equipee (hotte, plaque, four…). • Chauffage central • Climatiseur • Double ascenseur • Abri de voiture • 10 minutes de la plage a pied • Pres de toutes les commodite (Faculte, clinique, magasin, restaurant, transport…) • Prix : 770DT/Mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992|55982862 |22232885 WhatsApp (216) 29698992| (216)55982862 | (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/122812-appartement-s1-a-afh-mrezga-cite-el-wafa-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/location-annuelle-appartement-s+1-meuble-a-afh-m/pvlm18
𝗠𝗔𝗡𝗔𝗥 1 – À LOUER : Grande Villa avec jardin,5.0,À Louer,Tunis,Manar 1,600,10,2,house,Madame Siala,False,2025-11-25,"🏠 𝗠𝗔𝗡𝗔𝗥 1 – A LOUER : Grande 🆅🅸🅻🅻🅰 avec jardin 🏠 A usage bureaux d’entreprise Ou Ecole / college / jardins d’enfants Ou Habitation ⭕ EN EXCLUSIVITE ⭕ Situee a Manar 1, a proximite du Campus Universitaire et de la patisserie La Mi Do Re, cette spacieuse villa beneficie d’un excellent emplacement et convient parfaitement pour bureaux d’entreprise, etablissement scolaire ou habitation familiale. Elle se compose de : 🆁🅳🅲 : 🔹 4 chambres 🔹 Salle de bain 🔹 Une grande cuisine 🔹 Un grand jardin 🔹 Un garage 1er 🅴🆃🅰🅶🅴 : 🔹 Un salon lumineux avec baie vitree 🔹 6 chambres avec balcons 🔹 Salle de bain 2eme 🅴🆃🅰🅶🅴 : 🔹 Terrasse accessible ✅ Chauffage central ✅ Places de parking pour 6 voitures ➡ Superficie terrain : 600 m² ➡ Superficie couverte : 400 m² 🗝 Contactez l’Agence Immobiliere Building Negoce 𝓥𝓸𝓽𝓻𝓮 𝓬𝓸𝓷𝓼𝓮𝓲𝓵𝓵𝓮𝓻𝓮 𝓮𝓷 𝓘𝓶𝓶𝓸𝓫𝓲𝓵𝓲𝓮𝓻 𝓜𝓶𝓮 𝓢𝓲𝓪𝓵𝓪 : ☎ 50 151 839 / 90 387 171",https://www.houni.tn/en/property/rent/house/tunis/bab-el-bhar/lac-de-tunis/𝗠𝗔𝗡𝗔𝗥-1-–-a-louer-grande-villa-avec-jardin/nsgex7
"Location annuelle : Apparemment S+1 Haut Standing à AFH Mrezga, Nabeul",1200.0,À Louer,Nabeul,AFH Mrezga,75,1,1,flat,Leboulevard Immobilier,False,2025-11-05,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 481a Un appartement S+1 haut standing, meuble dans une residence bien securisee situee a AFH Mrezge, cite El Wafa, Nabeul. Il se compose d'un salon ayant un balcon vu sur montagne, une cuisine bien equipee (Plaque, hotte, four, refrigerateur, machine a laver…), salle d’eau et une chambre a coucher avec dressing. • 2 Climatiseurs • Chauffage central • Place de parking sous-sol • Double ascenseur • Piscine collective • 15 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salle de sport…) • Prix : 1200DT /Mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992|55982862 | 22232885 WhatsApp (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/52798-appartement-s1-meuble-a-afh-mrezga",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/location-annuelle-apparemment-s+1-haut-standing/lbgxs7
Immeuble Le Panorama Business,11111.0,À Louer,Nabeul,Nabeul à Nabeul,1250,6,1,flat,immo ideale,False,2025-11-04,"L’adresse ideale pour votre activite – Immeuble 4 niveaux a louer"" Immeuble a louer – 4 etages, surface totale 1 250 m² L’Ideale Immobiliere vous propose a la location un immeuble de 4 niveaux, ideal pour accueillir des bureaux, un centre de formation, une clinique ou un siege d’entreprise. Situe sur la route principale, ce bien beneficie d’un emplacement strategique, a proximite des ecoles, commerces, kiosques et showrooms, tout en offrant une belle vue sur la mer et la route. Le batiment se compose de : • Rez-de-chaussee : 340 m² – parfait pour un accueil, un showroom ou un espace commercial. • 1er etage : 340 m² – ideal pour des bureaux ou une salle de formation. • 2e etage : 280 m² – espace lumineux avec belle vue degagee. • 3e etage : 250 m² – ideal pour un open space ou un espace direction. Chaque niveau offre des espaces spacieux et modulables, permettant une adaptation selon votre activite. Possibilite de location par etage ou de l’ensemble de l’immeuble selon vos besoins. Une opportunite rare pour les professionnels recherchant de grandes surfaces modernes, bien situees et a fort potentiel. Pour plus d’informations ou une visite, contactez-nous des maintenant. 216 58 118 148",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/el-hadayek/immeuble-le-panorama-business/hti43
"A Louer étage de villa S+2 meublé à Mrezga, Hammamet",800.0,À Louer,Nabeul,Mrezga,110,2,1,flat,Leboulevard Immobilier,False,2025-11-03,"L’agence immobiliere le Boulevard vous propose : #Location_annuelle #Reference : 137a Etage de villa S+2 meuble, en 2eme etage situe a Mrezge, Hammamet Il se compose d'un salon, une cuisine bien equipee, une chambre parentale avec balcon, une chambre d’enfant avec dressing et une salle d’eau. • Climatiseur • Chauffage central • A 600 metres de la route principale • A 1.5Km de la plage • Proche de toutes les commodites (Magasin, Restaurant, banque, facultes …) • Prix : 800DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992 | 55982862 | 22232885 WhatsApp (+216) 29698992 | (+216)55982862 | (+216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/33936-etage-de-villa-s2-meuble-a-mrezge-hammamet",https://www.houni.tn/en/property/rent/flat/nabeul/hammamet/hammamet-nord/a-louer-etage-de-villa-s+2-meuble-a-mrezga-hammam/cz5rvv
A Louer Villa Style Arabesque S+2 Située à Centre-ville Nabeul,1500.0,À Louer,Nabeul,Centre-ville de nabeul,200,2,2,house,Leboulevard Immobilier,False,2025-11-03,"L’agence immobiliere Le Boulevard vous propose : #Location Annuelle #Reference : 75a Villa style arabesque S+2 independante situee a centre-ville Nabeul pres d’hotel Kheops. La villa se compose d'un salon, une suite parentale avec salle d’eau, une chambre d’enfant, salle d’eau, une cuisine bien equipee (plaque, hotte, four, machine a laver…) et un patio. • Climatiseur • Chauffage central • Patio • Abri pour 2 voitures • 05 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, salon de the, transport…) • Prix : 1500DT/Mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992|55982862 | 22232885 WhatsApp (+216) 29698992 | (+216)55982862| (+216)22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/65554-villa-s2-style-arabesque-a-centre-ville-nabeul",https://www.houni.tn/en/property/rent/house/nabeul/nabeul/el-hadayek/a-louer-villa-style-arabesque-s+2-situee-a-centre/0xm3m9
"A Louer Etage De Villa S+3 Haut Standing Vue Sur Mer à Sidi Mahersi, Nabeul",1100.0,À Louer,Nabeul,Sidi Mhersi,150,3,1,flat,Leboulevard Immobilier,False,2025-11-03,"L’agence immobiliere le boulevard vous propose : #Location_annuelle #Reference : 1079a Etage de villa S+3 de haut standing avec vue sur mer, situe a Sidi Mahersi 3, Nabeul Il se compose d'un spacieux salon, salle d'eau, une cuisine avec sechoir et 3 chambres a coucher avec dressing. • Chauffage central • 03 minutes de la plage a pied • Pres de toutes les commodites (Magasin, Restaurant, banque, plage, salon de the…) • Prix : 1100DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp : (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/104155-etage-de-villa-s3-a-sidi-mahersi-3-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/niapolis/a-louer-etage-de-villa-s+3-haut-standing-vue-sur-m/ekfal
"A Louer Villa S+3 Indépendante Avec Abri De Voiture à AFH Mrezga, Nabeul",1000.0,À Louer,Nabeul,AFH Mrezga,300,3,2,house,Leboulevard Immobilier,False,2025-10-30,"L’agence immobiliere Le Boulevard vous propose : #Location_Annuelle #Reference : 1293a Une villa S+3 VIDE, independante situee a AFH Mrezge, cite El Wafa, Nabeul. Elle se compose d’un spacieux salon, 3 chambres a coucher avec dressing, une cuisine avec terrasse, WC, salle d’eau et une grande terrasse • 3 Climatiseurs chaud-froid • Chauffage central • Abri pour 2 voitures • Proche de toutes les commodite (Magasin, banque, ecole, faculte, restaurant, plage…) • Prix : 1 000 DT/mois Pour plus d'informations et des photos, contactez-nous sur : Telephone : 29698992|55982862 | 22232885 WhatsApp (+216)29698992| (+216) 55982862| (+216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/120930-villa-s3-independante-a-afh-mrezga-nabeul",https://www.houni.tn/en/property/rent/house/nabeul/nabeul/bir-challouf/a-louer-villa-s+3-independante-avec-abri-de-voitur/27jauj
"A Louer Appartement S+2 Vide à AFH Mrezga, Cité El Wafa, Nabeul",600.0,À Louer,Nabeul,AFH Mrezga,90,2,1,flat,Leboulevard Immobilier,False,2025-10-28,"L’agence immobiliere Le Boulevard vous propose : #Location_Annuelle #Reference : 1290a Appartement S+2 vide au sous-sol, situe a AFH Mrezga, Cite El Wafa, Nabeul Il se compose d'un salon, 2 chambres a coucher avec dressing, salle d'eau et cuisine. • Cameras de surveillance • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salon de the, plage…) • Prix : 600DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp (216) 29698992 | (216)55982862| (216)22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/120912-appartement-s2-vide-au-sous-sol-situe-a-afh-mrezga-cite-el-wafa-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+2-vide-a-afh-mrezga-cite-el/evqwhf
"A Louer Appartement S+1 Haut Standing à AFH Mrezga, Cité El Wafa, Nabeul",800.0,À Louer,Nabeul,AFH Mrezga,70,1,1,flat,Leboulevard Immobilier,False,2025-10-27,"L’agence immobiliere Le Boulevard vous propose : #Location_jusqu’a juin #Reference : 983a Un appartement S+1 haut standing dans une residence situee a AFH Mrezga, cite El Wafa, Nabeul. Il se compose d'un salon avec salle a manger, une cuisine bien equipee (plaque, hotte...) avec sechoir, une chambre a coucher avec dressing et salle d’eau avec cabine de douche. • 2 Climatiseurs • Chauffage centrale • Piscine collective • Wifi illimite • Place de parking sous-sol • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, banque, restaurant, ecole, transport …) • Prix : 800DT/Mois Pour plus d'informations, contactez-nous sur : Telephone / WhatsApp : (+216) 29 698 992 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/95677-appartement-s1-a-afh-mrezga-cite-el-wafa",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+1-haut-standing-a-afh-mrezga/j70wo
À louer Un bien d’exception villa Violette,3500.0,À Louer,Nabeul,Hammamet Sud à Hammamet,350,3,2,house,immo ideale,False,2025-10-23,"L’Ideale Immobiliere Offrez-vous un cadre de vie unique dans l’une des adresses les plus prisees de Hammamet Sud : Jinen Hammamet. Nichee au cœur d’un quartier residentiel prive hautement securise, calme et impeccablement entretenu, cette somptueuse villa de plain-pied est disponible a la location hors juillet et aout. Vous cherchez la tranquillite, la proprete, le confort et l’elegance a deux pas de la mer ? Vous venez de la trouver. Ici, aucun vis-a-vis genant, aucune nuisance sonore – uniquement la douceur de vivre mediterraneenne. La villa s’ouvre sur un magnifique jardin gazonne de 450 m², agremente d’une piscine parfaitement integree, ideale pour se detendre en toute intimite. L’environnement est verdoyant a souhait, avec des allees bordees de verdure menant directement a une plage privee, parfaite pour les balades matinales, les footings ou simplement savourer l’air marin en hiver comme en mi-saison. L’interieur vous seduira par ses volumes genereux et sa decoration raffinee. Un vaste salon lumineux, un sejour chaleureux ouvrant sur une veranda agreable, une cuisine amenagee et entierement equipee pour les amateurs de gastronomie, une suite parentale spacieuse, deux chambres avec dressings integres, sans oublier la buanderie, l’abri voiture, le chauffage central et la climatisation : tout a ete pense pour votre confort au quotidien. Ce bien rare s’adresse a ceux qui souhaitent vivre le meilleur du climat tunisien, dans un cadre a la fois luxueux, discret et convivial. Que ce soit pour une residence secondaire ou une retraite paisible a l’annee, cette villa incarne l’elegance fonctionnelle dans un emplacement tout simplement exceptionnel. Ne laissez pas passer cette opportunite. Louez l’excellence. Louez un bien d’exception avec L’Ideale Immobiliere.",https://www.houni.tn/en/property/rent/house/nabeul/menzel-bouzelfa/damous-el-hajja/a-louer-un-bien-d’exception-villa-violette/32zdvb
"A Louer Appartement S+1 Haut Standing à AFH Mrezga, Cité El Wafa, Nabeul",900.0,À Louer,Nabeul,AFH Mrezga,70,1,1,flat,Leboulevard Immobilier,False,2025-10-22,"L’agence immobiliere Le Boulevard vous propose : #Location_jusqu’a juin #Reference : 983a Un appartement S+1 haut standing dans une residence situee a AFH Mrezga, cite El Wafa, Nabeul. Il se compose d'un salon avec salle a manger, une cuisine bien equipee (plaque, hotte...) avec sechoir, une chambre a coucher avec dressing et salle d’eau avec cabine de douche. • 2 Climatiseurs • Chauffage centrale • Piscine collective • Wifi illimite • Place de parking sous-sol • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, banque, restaurant, ecole, transport …) • Prix : 900DT/Mois Pour plus d'informations, contactez-nous sur : Telephone / WhatsApp : (+216) 29 698 992 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/95677-appartement-s1-a-afh-mrezga-cite-el-wafa",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+1-haut-standing-a-afh-mrezga/hf680
À louer à l’année Superbe villa à Hammamet,3500.0,À Louer,Nabeul,Hammamet à Hammamet,300,4,2,house,immo ideale,False,2025-10-21,"REF : Villa Victoria L’Ideale Immobiliere Hammamet vous propose a la location annuelle une splendide villa meublee, idealement situee au cœur d’un quartier residentiel tres prise de Hammamet, a quelques minutes seulement de la plage, des commodites et des lieux de loisirs. Baignee de lumiere grace a ses larges baies vitrees, cette villa aux volumes genereux offre un cadre de vie a la fois elegant et confortable. Elle comporte au : Rez-de-chaussee : un vaste salon lumineux avec cheminee, une salle d’eau pour les invites, et une cuisine independante entierement equipee. 1er etage : trois chambres a coucher avec acces a une terrasse, une salle de bain et une salle d’eau. 2eme etage : une belle suite parentale avec salle de bain privative, ouvrant sur une grande terrasse propice a la detente. Sous-sol amenage : une grande chambre avec dressing, un sejour, une salle a manger, une salle de bain, ainsi qu’une seconde cuisine moderne entierement equipee. A l’exterieur, la villa seduit par son magnifique jardin paysager, une belle piscine et un coin barbecue. Elle est equipee de chauffage central, climatisation dans toutes les pieces, une buanderie et une place de parking. Pour plus d’informations ou pour organiser une visite, n’hesitez pas a nous contacter directement.",https://www.houni.tn/en/property/rent/house/nabeul/hammamet/hammamet-nord/a-louer-a-l’annee-superbe-villa-a-hammamet/plscfr
Maison indépendante location annuelle,1800.0,À Louer,Nabeul,Hammamet à Hammamet,150,2,1,house,immo ideale,False,2025-10-21,"REF : Maison Taysir A louer a l'annee chez l’ideale immobiliere une coquette maison independante situee a seulement 50 metres de la plage. Elle offre un cadre de vie ideal, alliant confort et proximite du bord de mer. Elle comprend un salon lumineux, une cuisine moderne entierement equipee, et deux chambres spacieuses. Vous pourrez egalement profiter d’une agreable terrasse pour vos moments de detente en exterieur. Ideale pour ceux qui recherchent la tranquillite tout en etant a proximite de l’animation d’Hammamet. Pour de plus amples informations, n’hesitez pas a nous contacter.",https://www.houni.tn/en/property/rent/house/nabeul/hammamet/hammamet-nord/maison-independante-location-annuelle/2t05m
Location Annuelle à AFH Hammamet,1600.0,À Louer,Nabeul,Hammamet Nord à Hammamet,140,2,1,flat,immo ideale,False,2025-10-21,"REF : Appartement Cactus L’Ideale Immobiliere vous propose a la location, a l’annee un appartement bien meuble situe a AFH Mrezgua – Hammamet Nord, dans une residence calme, gardee et securisee. Ce bien se trouve dans une zone animee, proche de toutes commodites : commerces, cafes, restaurants, transports, et a quelques minutes de la plage. L’appartement est entierement equipe, offrant un salon lumineux, une cuisine moderne et fonctionnelle, deux chambres confortables avec rangements, ainsi qu’une salle de bain bien agencee. Il est dote du chauffage central et de la climatisation pour un confort optimal en toute saison. Une place de parking au sous-sol est egalement incluse. Ce logement convient parfaitement pour un couple, des etudiants ou des professionnels a la recherche d’un cadre de vie agreable, securise et bien situe. Prix Annuel : 1600dt/mois Pour plus d’informations ou pour planifier une visite, contactez L’Ideale Immobiliere Hammamet au 21658118148",https://www.houni.tn/en/property/rent/flat/nabeul/hammamet/hammamet-nord/location-annuelle-a-afh-hammamet/zd24eo
Maison indépendante meublée à Louer,1500.0,À Louer,Nabeul,Nabeul à Nabeul,150,2,2,house,immo ideale,False,2025-10-21,"REF : Maison Leila Decouvrez chez notre agence L'ideale Immobiliere Hammamet une charmante maison independante bien situee a Nabeul dans un quartier residentiel calme proche de la plage. Detendez-vous dans cet espace arabesque et elegant, une superbe maison de type s2 richement meublee offrant tout le confort necessaire. chauffage central climatiseurs place Parking Nous serons a votre entiere disposition pour une visite sur place et pour toute eventuelle information: (216) 72 242 111 (216) 58 018 011/ (216) 58 118 148 https://www.idealeimmobiliere.com [email&nbsp;protected]",https://www.houni.tn/en/property/rent/house/nabeul/nabeul/el-hadayek/maison-independante-meublee-a-louer/u7jji
"Location Annuelle : Etage De Villa S+3 Haut Standing Vue Sur Mer à Sidi Mahersi, Nabeul",1100.0,À Louer,Nabeul,Sidi Mhersi,150,3,1,flat,Leboulevard Immobilier,False,2025-10-21,"L’agence immobiliere le boulevard vous propose : #Location_annuelle #Reference : 1079a Etage de villa S+3 de haut standing avec vue sur mer, situe a Sidi Mahersi 3, Nabeul Il se compose d'un spacieux salon, salle d'eau, une cuisine avec sechoir et 3 chambres a coucher avec dressing. • Chauffage central • 03 minutes de la plage a pied • Pres de toutes les commodites (Magasin, Restaurant, banque, plage, salon de the…) • Prix : 1100DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp : (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/104155-etage-de-villa-s3-a-sidi-mahersi-3-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/location-annuelle-etage-de-villa-s+3-haut-standi/y3kb
À 𝗹𝗼𝘂𝗲𝗿 – 𝗔𝗽𝗽𝗮𝗿𝘁𝗲𝗺𝗲𝗻𝘁 𝗦+𝟯 à 𝗞𝗵𝘇𝗲𝗺𝗮 𝗘𝘀𝘁,1500.0,À Louer,Sousse,khézema est,130,3,1,flat,immobiliere Internationale,False,2025-10-14,"🏠 A 𝗹𝗼𝘂𝗲𝗿 – 𝗔𝗽𝗽𝗮𝗿𝘁𝗲𝗺𝗲𝗻𝘁 𝗦+𝟯 a 𝗞𝗵𝘇𝗲𝗺𝗮 𝗘𝘀𝘁 𝗟’𝗜𝗺𝗺𝗼𝗯𝗶𝗹𝗶e𝗿𝗲 𝗜𝗻𝘁𝗲𝗿𝗻𝗮𝘁𝗶𝗼𝗻𝗮𝗹𝗲 𝗧𝘂𝗻𝗶𝘀𝗶𝗲 met a votre disposition un bel appartement S+3, situe dans une residence securisee 𝗮𝘃𝗲𝗰 𝗮𝘀𝗰𝗲𝗻𝘀𝗲𝘂𝗿 𝗲𝘁 𝗽𝗹𝗮𝗰𝗲 𝗱𝗲 𝗽𝗮𝗿𝗸𝗶𝗻𝗴. 📍 𝗘𝗺𝗽𝗹𝗮𝗰𝗲𝗺𝗲𝗻𝘁 : Khzema Est, Sousse 💰 𝗟𝗼𝘆𝗲𝗿 : 1 500 DT / mois 𝗖𝗼𝗺𝗽𝗼𝘀𝗶𝘁𝗶𝗼𝗻 : Un salon spacieux Une cuisine equipee Trois chambres a coucher Une salle d’eau Une salle de bain E𝗾𝘂𝗶𝗽𝗲𝗺𝗲𝗻𝘁𝘀 : Chauffage central 4 climatiseurs 📞 𝗖𝗼𝗻𝘁𝗮𝗰𝘁 : 𝟱𝟱 𝟱𝟮𝟴 𝟭𝟬𝟮 / 𝟱𝟯 𝟱𝟮𝟴 𝟴𝟴𝟵 🌐 www.immo-internationale.com.tn 📧 immo.internationale@gmail.com",https://www.houni.tn/en/property/rent/flat/sousse/kalaa-kebira/essed-ouest/a-𝗹𝗼𝘂𝗲𝗿-–-𝗔𝗽𝗽𝗮𝗿𝘁𝗲𝗺𝗲𝗻𝘁-𝗦+𝟯-a-𝗞𝗵/igki5w
Maison à louer à El Guettar – Gouvernorat de Gafsa,400.0,À Louer,Kairouan,Elguettar Gafsa,200,4,1,house,Gragba Rayen,False,2025-10-12,"Je mets en location une maison situee a El Guettar (Gafsa), dans un quartier calme et proche de toutes les commodites. Details du bien : style americain Nombre de pieces : 4chambres + 2 Salon Salle de bain : 1 Salle d'eau :2 Proximite : ecole, marche, transports, etc. Prix du loyer : 400 TND / mois Disponible immediatement Conditions de location : 1 mois de caution 📞 Contact : 24466219",https://www.houni.tn/en/property/rent/house/kairouan/el-alaa/el-guettar/maison-a-louer-a-el-guettar-–-gouvernorat-de-gafsa/274uec
"A Louer Etage De Villa S+2 Meublé à Oued Souhil, Nabeul",850.0,À Louer,Nabeul,Oued Souhil,150,2,1,flat,Leboulevard Immobilier,False,2025-10-10,"L’agence immobiliere le boulevard vous propose : #Location_Jusqu’a Juin #Reference : 774a Etage de villa S+2 au 2eme etage situe a oued souhil, Nabeul Il se compose d'un spacieux salon, 2 chambres a coucher, salle de bain et une cuisine bien equipee avec sechoir et grande terrasse • 2 Climatiseurs • Chauffage central • Pres de toutes les commodites (faculte, Magasin, restaurant, banque, salle de sport…) • Prix : 850DT/Mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp : (216) 29698992| (216)55982862 | (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/78741-etage-de-villa-s2-suitee-a-oued-souhil",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-etage-de-villa-s+2-meuble-a-oued-souhil-n/2oxh2
"A Louer Villa S+3 Haut Standing Avec Jardin à Oued Souhil, Nabeul",3000.0,À Louer,Nabeul,Oued Souhil,300,3,2,house,Leboulevard Immobilier,False,2025-10-10,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 1234a Une villa haut standing meublee situee a Oued Souhil, Nabeul Elle se compose d’un spacieux salon donnant sur le jardin, salle a manger, 3 chambres a coucher avec dressing, salle d’eau, salle de bain, une cuisine bien equipee (plaque, hotte, four, refrigerateur…) et abri de voiture. A l’etage un studio independant S+1 (vide) avec terrasse • Climatiseur • Chauffage central • Abri pour 2 voitures • 05 minutes de la plage en voiture • Cameras de surveillance • Pres de toutes les commodites (Magasin, Restaurant, salon de the, salle de sport …) • Grand Jardin • Abri de voiture • Prix : 3 000DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992 |55982862 | 22232885 WhatsApp : (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/115858-villa-s3-haut-standing-meublee-situee-a-oued-souhil-nabeul",https://www.houni.tn/en/property/rent/house/nabeul/nabeul/bir-challouf/a-louer-villa-s+3-haut-standing-avec-jardin-a-oued/6ew03d
A Louer Villa Style Arabesque S+2 Située à Centre-ville De Nabeul,1500.0,À Louer,Nabeul,Centre-ville de nabeul,200,2,2,house,Leboulevard Immobilier,False,2025-10-08,"L’agence immobiliere Le Boulevard vous propose : #Location Annuelle #Reference : 75a Villa style arabesque S+2 independante situee a centre-ville Nabeul pres d’hotel Kheops. La villa se compose d'un salon, une suite parentale avec salle d’eau, une chambre d’enfant, salle d’eau, une cuisine bien equipee (plaque, hotte, four, machine a laver…) et un patio. • Climatiseur • Chauffage central • Patio • Abri pour 2 voitures • 05 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, salon de the, transport…) • Prix : 1500DT/Mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992|55982862 | 22232885 WhatsApp (216) 29698992 | (216)55982862| (216)22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/65554-villa-s2-style-arabesque-a-centre-ville-nabeul",https://www.houni.tn/en/property/rent/house/nabeul/nabeul/niapolis/a-louer-villa-style-arabesque-s+2-situee-a-centre/qbhwa2
"A Louer Appartement S+1 Haut Standing à AFH Mrezga, Cité El Wafa, Nabeul",900.0,À Louer,Nabeul,AFH Mrezga,75,1,1,flat,Leboulevard Immobilier,False,2025-10-08,"L’agence immobiliere Le Boulevard vous propose : #Location_jusqu’a juin #Reference : 983a Un appartement S+1 haut standing dans une residence situee a AFH Mrezga, cite El Wafa, Nabeul. Il se compose d'un salon avec salle a manger, une cuisine bien equipee (plaque, hotte...) avec sechoir, une chambre a coucher avec dressing et salle d’eau avec cabine de douche. • 2 Climatiseurs • Chauffage centrale • Piscine collective • Wifi illimite • Place de parking sous-sol • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, banque, restaurant, ecole, transport …) • Prix : 900DT/Mois Pour plus d'informations, contactez-nous sur : Telephone / WhatsApp : (+216) 29 698 992 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/95677-appartement-s1-a-afh-mrezga-cite-el-wafa",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+1-haut-standing-a-afh-mrezga/tomjwu
